Unnamed: 0,Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,Log_Price,Graphics_integreted_label
237,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,33690,4.4,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated,Intel,True,15.6,1366,768,100.45,False,Windows 11 OS,10.424956336400598,Integrated
238,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),Acer,60999,4.35,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.018612749578452,Dedicated
239,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Zebronics,40990,4.05,Intel,Intel Core i7,1255U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.621083413498383,Integrated
240,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,81990,4.45,AMD,AMD Ryzen 7,6800H,6.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.314352567590223,Dedicated
241,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,59990,4.2,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.00193316064714,Dedicated
242,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,27990,4.2,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,12,LPDDR4,512, SSD,Intel Integrated Intel UHD Graphics,Intel,True,13.5,2256,1504,200.84,True,Windows 11 OS,10.2396025825095,Integrated
243,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94190,4.75,AMD,AMD Ryzen 7,7735U,7.0,8.0,0.0,0,16.0,16,DDR5,1000, SSD,AMD Radeon Graphics,AMD,False,14.0,2880,1800,242.59,True,Windows 11 OS,11.453069297816862,Dedicated
244,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,54990,4.45,AMD,AMD Ryzen 5,7535HS,7.0,6.0,0.0,0,12.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.91490662950186,Dedicated
245,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,34990,4.5,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated,Intel,True,15.6,1366,768,100.45,False,Windows 11 OS,10.462817585361734,Integrated
246,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Acer,29990,4.6,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,False,14.0,1366,768,111.94,False,Windows 11 OS,10.308619271743055,Dedicated
247,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,29990,4.4,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1080,157.35,False,Windows 11 OS,10.308619271743055,Integrated
248,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Asus,89650,4.4,Intel,Intel Core i7,12700H,12.0,14.0,0.0,0,20.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.403668479033279,Dedicated
249,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,70490,4.7,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.163226134767921,Integrated
250,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,110990,4.3,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.617195386146026,Dedicated
251,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,97990,4.1,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.492620711629865,Dedicated
252,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,45990,4.5,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.73617926053397,Dedicated
253,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,104990,4.15,Intel,Intel Core i7,i7,13.0,8.0,0.0,0,12.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.561620386508986,Dedicated
254,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),HP,113090,4.25,AMD,AMD Ryzen 7,7840HS,7.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,1920,1080,137.68,False,Windows 11 OS,11.635939240865373,Dedicated
255,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,73990,4.45,Intel,Intel Core i5,12500H,12.0,12.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.211685227919597,Dedicated
256,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),Asus,82500,4.25,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,14.0,2880,1800,242.59,False,Windows 11 OS,11.320553572322773,Dedicated
257,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,101200,4.1,AMD,AMD Ryzen 7,7735HS,6.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,14.0,2560,1600,215.63,False,Windows 11 OS,11.524854035835503,Dedicated
258,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,89990,4.3,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.407453832027993,Dedicated
259,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,51990,4.1,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.858806671377762,Dedicated
260,Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,26990,4.1,AMD,AMD Ryzen 3,7320U,7.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.20322170601205,Dedicated
261,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,131590,4.75,Apple,Apple M2,Unknown,12.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,10-Core GPU,Apple,False,15.3,2880,1864,224.22,False,Mac OS,11.787446307144187,Dedicated
262,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,51915,4.5,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.857363044737554,Dedicated
263,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,62842,4.2,Intel,Intel Core i7,1255U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.048378918724966,Dedicated
264,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,69490,4.4,Intel,Intel Core i5,1340p,13.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.148938136308374,Integrated
265,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),ASUS,114000,4.25,AMD,AMD Ryzen 9,7940HS,7.0,8.0,0.0,0,16.0,16,DDR5,1000, SSD,AMD Radeon  RX 7600S,AMD,False,15.6,1920,1200,145.14,False,Windows 11 OS,11.643953727376633,Dedicated
266,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,122990,4.5,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,2880,1620,211.82,False,Windows 11 OS,11.719858330236455,Dedicated
267,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),MSI,57990,4.3,Intel,Intel Core i7,11800H,11.0,8.0,0.0,0,16.0,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.968025860870487,Dedicated
268,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),Asus,99990,4.65,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 3050,NVIDIA,False,14.0,2880,1800,242.59,False,Windows 11 OS,11.512825459969894,Dedicated
269,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,99990,4.35,Intel,Intel Core i5,13500HX,13.0,14.0,0.0,0,20.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.512825459969894,Dedicated
270,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,64990,4.3,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Integrated Intel iris Xe Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.081988690888394,Integrated
271,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),Apple,113690,4.55,Apple,Apple M2,Unknown,12.0,8.0,0.0,0,12.0,8,DDR4,256, SSD,10-Core GPU,Apple,False,15.3,2880,1864,224.22,False,Mac OS,11.641230725123153,Dedicated
272,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,22990,4.2,Intel,Intel Celeron ,N5100,11.0,4.0,0.0,0,4.0,8,LPDDR4X,512, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.042814617757227,Integrated
273,HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,38099,4.6,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,False,Windows 11 OS,10.547943314051182,Integrated
274,MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),MSI,33990,4.3,AMD,AMD Ryzen 5,7530U,7.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,False,14.0,1920,1080,157.35,False,Windows 11 OS,10.433821642690162,Dedicated
275,MSI Modern 14 C12M-445IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,31030,4.25,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,False,Windows 11 OS,10.342709757442426,Integrated
276,Asus Vivobook Go 15 2023 E1504FA-NJ323WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,35990,4.25,AMD,AMD Ryzen 3,7320U,7.0,4.0,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.490996401073076,Dedicated
277,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,64990,4.7,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,8,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.081988690888394,Dedicated
278,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,81990,4.55,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.314352567590223,Dedicated
279,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,65990,4.35,AMD,AMD Ryzen 7,5800H,5.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.097258494377467,Dedicated
280,Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,117990,4.45,Intel,Intel Core i7,1360P,13.0,12.0,0.0,0,16.0,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,True,Windows 11 OS,11.678355154093964,Dedicated
281,Dell Inspiron 15 3520 D560915WIN9S Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,34980,4.45,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.462531748572593,Dedicated
282,Asus Vivobook 15 X1502ZA-EJ381WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,40689,4.4,Intel,Intel Core i3,1220P,12.0,10.0,0.0,0,12.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.613713064630824,Dedicated
283,HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,60300,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.007087382715277,Dedicated
284,HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),HP,17990,4.2,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,2.0,4,LPDDR4,64, Hard Disk,Intel Integrated UHD Graphics,Intel,True,14.0,1366,768,111.94,True,Chrome OS,9.79757132694458,Integrated
285,Lenovo E41-55 Laptop (Athlon Pro 3045B/ 8GB/ 256GB SSD/ Win11),Lenovo,18990,4.2,AMD,AMD Athlon Pro,3045B,12.0,2.0,0.0,0,2.0,8,DDR4,256, SSD,AMD Radeon Graphics,AMD,False,14.0,1920,1080,157.35,False,Windows 11 OS,9.85166780380633,Dedicated
286,Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),Dell,45390,4.7,AMD,AMD Ryzen 5,5625U,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.72304709545051,Dedicated
287,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,56990,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.950631092829045,Dedicated
288,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),Asus,96000,4.4,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.472103470449973,Dedicated
289,Lenovo IdeaPad Slim 5 82SF008YIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,58990,4.05,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.98512321699712,Dedicated
290,HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),HP,46938,4.2,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,1256,Hard Disk & SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.756582860913136,Integrated
291,Dell Inspiron 3525 Laptop (AMD Ryzen3 5425U/ 8GB/ 512GB SSD/ Win11),Dell,33994,4.45,AMD,AMD Ryzen 3,5425U,5.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.433939317437297,Dedicated
292,HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,48890,4.25,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.797328155572691,Dedicated
293,Asus TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,72000,4.35,AMD,AMD Ryzen 7,6800H,6.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.184421397998193,Dedicated
294,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),Apple,119990,4.0,Apple,Apple M2 Apple M2 Chip,Unknown,12.0,8.0,0.0,0,12.0,8,DDR4,256, SSD,10 Core GPU,Apple,False,13.3,2560,1600,226.98,False,Mac OS,11.695163684958434,Dedicated
295,Asus VivoBook 15 X515MA-BR011W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Asus,21790,4.3,Intel,Intel Celeron ,N4020,12.0,2.0,0.0,0,2.0,4,DDR4,256, SSD,Intel UHD Graphics 600,Intel,False,15.6,1366,768,100.45,False,Windows 11 OS,9.989206427938665,Dedicated
296,Dell Latitude 3410 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,47999,4.65,Intel,Intel Core i5,10210U,10.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel HD,Intel,False,14.0,1366,768,111.94,False,Ubuntu OS,10.778935456339678,Dedicated
297,HP Spectre x360 14-ef2035TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),HP,146990,4.25,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,32,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,Intel,False,13.5,3000,2000,267.08,True,Windows 11 OS,11.898119836236033,Dedicated
298,HP Omen 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,174999,4.65,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,14.0,2880,1800,242.59,False,Windows 11 OS,12.07253553860361,Dedicated
299,HP Envy x360 15-fe0011TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),HP,120490,4.0,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,LPDDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,True,Windows 11 OS,11.699322040917322,Dedicated
300,Lenovo Thinkpad E16 G1 21JN004DIG Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ DOS),Lenovo,42990,4.75,Intel,Intel Core i3,1315U,13.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,16.0,1920,1080,137.68,False,Windows 11 OS,10.668722809490328,Integrated
301,HP 15-FC0029AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),HP,41990,4.55,AMD,AMD Ryzen 5,7520U,7.0,4.0,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.645186773678239,Dedicated
302,Honor MagicBook X14 Pro 2024 ‎FRI-G56 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Honor,56990,4.0,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,LPDDRX4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,10.950631092829045,Dedicated
303,MSI Stealth 14 AI Studio A1VGG-054IN Gaming Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,229990,4.0,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,2880,1800,217.71,False,Windows 11 OS,12.345791108699256,Dedicated
304,MSI Cyborg 15 AI A1VEK-050IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,107990,4.35,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.589793909226806,Dedicated
305,MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,99990,4.0,Intel,Intel Core Ultra,125H,12.0,14.0,2.0,1,18.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.512825459969894,Dedicated
306,MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,249990,4.55,Intel,Intel Core Ultra,185H,12.0,16.0,2.0,1,22.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.429176196044363,Dedicated
307,MSI Prestige 16 AI Studio B1VFG 2024 Laptop ( Intel Core Ultra 9/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,189990,4.4,Intel,Intel Core Ultra,185H,12.0,16.0,2.0,1,22.0,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.154726718178585,Dedicated
308,Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Samsung,122990,4.55,Intel,Intel Core 7,150U,12.0,10.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Graphics,Intel,False,15.6,1920,1080,141.21,True,Windows 11 OS,11.719858330236455,Dedicated
309,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),Samsung,179990,4.4,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,False,16.0,2880,1800,212.26,True,Windows 11 OS,12.100656572773525,Dedicated
310,MSI Prestige 13 AI Evo A1MG 2024 Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),MSI,114990,4.25,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,False,13.3,2880,1800,255.36,False,Windows 11 OS,11.65260044704271,Dedicated
