Unnamed: 0,Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,Log_Price,Graphics_integreted_label
778,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),Asus,90990,4.7,Intel,Intel Core i7,12700H,12.0,8.0,0.0,0,20.0,16,DDR5,1000, SSD,‎NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.418504889350736,Dedicated
779,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,25751,4.1,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,2.0,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,True,Chrome OS,10.156228740289281,Integrated
780,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,14990,4.75,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,2.0,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,False,Chrome OS,9.615138591096644,Integrated
781,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,15990,4.65,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,2.0,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Chrome OS,9.679718805828,Integrated
782,Asus Chromebook CX1500CKA-EJ0277 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),Asus,22500,4.3,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,2.0,4,LPDDR4X,128, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Chrome OS,10.021270588192511,Integrated
783,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,40739,4.4,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,16.0,1920,1200,141.51,False,Windows 11 OS,10.614941143578706,Integrated
784,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,26490,4.55,Intel,Intel Celeron ,N4020,4.0,2.0,0.0,0,2.0,8,DDR4,256, SSD,Integrated Intel UHD Graphics 600,Intel,True,15.6,1366,768,100.45,False,Windows 11 OS,10.184522582266116,Integrated
785,Gigabyte G6 KF Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),Gigabyte,130000,4.3,Intel,Intel Core i7,13620H,13.0,10.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.77528972943772,Dedicated
786,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Gigabyte,86990,4.0,Intel,Intel Core i5,12500H,12.0,12.0,0.0,0,16.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.373548448501586,Dedicated
787,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,59190,4.0,Intel,Intel Core i3,1315U,13.0,6.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated UHD Graphics,Intel,True,14.0,1920,1200,161.73,True,Windows 11 OS,10.98850788768477,Integrated
788,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,62190,4.6,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel UHD Graphics,Intel,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.037949494097935,Dedicated
789,Lenovo IdeaPad Slim 5 82XX007MIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,69190,4.55,AMD,AMD Ryzen 7,7730U,7.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,AMD Integrated SoC,AMD,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.144611622492857,Integrated
790,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,179990,4.65,Intel,Intel Core i9,13900HX,13.0,24.0,0.0,0,32.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,12.100656572773525,Dedicated
791,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,61190,4.1,AMD,AMD Ryzen 7,7730U,7.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,AMD Integrated SoC,AMD,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.021739056456585,Integrated
792,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),Asus,92990,4.65,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.440247239472242,Dedicated
793,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,42990,4.2,AMD,AMD Ryzen 5,7520U,7.0,4.0,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon 610M Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.668722809490328,Dedicated
794,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,43400,4.1,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,DOS OS,10.678214720088496,Integrated
795,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,67990,4.75,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.127115914520505,Dedicated
796,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,67990,4.1,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.127115914520505,Dedicated
797,Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,69990,4.15,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.156107653683586,Dedicated
798,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),Asus,76990,4.75,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.251430822272095,Dedicated
799,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,62990,4.5,Intel,Intel Core i5,11400H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.050731262615974,Dedicated
800,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,85990,4.7,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.361986289404943,Dedicated
801,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),Acer,34990,4.25,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon AMD,AMD,False,14.0,1366,768,111.94,False,Windows 11 OS,10.462817585361734,Dedicated
802,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,35990,4.5,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Integrated Intel UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.490996401073076,Integrated
803,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,68800,4.25,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050 GPU,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.138959023921435,Dedicated
804,Lenovo V14 82KAA055IH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,46990,4.4,Intel,Intel Core i5,1135G7,11.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1366,768,111.94,False,DOS OS,10.757690092096862,Dedicated
805,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,36990,4.55,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.5184028848265,Dedicated
806,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,52990,4.75,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.877858495486807,Dedicated
807,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,48990,4.05,AMD,AMD Ryzen 7,5700U,5.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.79937147463262,Dedicated
808,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),HP,153490,4.25,Intel,Intel Core i7,13700HX,13.0,16.0,0.0,0,24.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.1,1920,1080,136.83,False,Windows 11 OS,11.941390697307455,Dedicated
809,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Lenovo,58850,4.5,Intel,Intel Core i5,11300H,11.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.982747112688422,Dedicated
810,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,57400,4.75,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.957799582307658,Dedicated
811,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,34000,4.35,AMD,AMD Ryzen 3,3250U,3.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.4341158035983,Dedicated
812,Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,35990,4.55,AMD,AMD Ryzen 3,7320U,7.0,4.0,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,False,14.0,1920,1080,157.35,False,Windows 11 OS,10.490996401073076,Dedicated
813,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Wings,23990,4.5,Intel,Intel Core i3,1125G4,11.0,4.0,0.0,0,8.0,8,LPDDR4,256, SSD,Intel Graphics,Intel,False,15.6,1080,1920,141.21,False,Windows 11 OS,10.08539235583374,Dedicated
814,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,39990,4.75,Intel,Intel Core i3,N305,12.0,8.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,10.596384701840863,Dedicated
815,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,70190,4.6,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,LPDDR5,512, SSD,Intel Integrated Iris Xe,Intel,True,16.0,1920,1200,141.51,False,Windows 11 OS,11.158961129724467,Integrated
816,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,36490,4.0,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.504793529430493,Integrated
817,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),MSI,56990,4.7,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.950631092829045,Dedicated
818,MSI Thin GF63 11UCX-1491IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),MSI,61990,4.75,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,1512,Hard Disk & SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.034728360695965,Dedicated
819,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),Ultimus,29990,4.2,Intel,Intel Core i5,1035G4,10.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated Iris,Intel,True,14.1,1920,1080,156.23,False,Windows 11 OS,10.308619271743055,Integrated
820,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,67190,4.5,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.115279705914196,Integrated
821,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,84190,4.3,Intel,Intel Core i7,13700H,13.0,14.0,0.0,0,20.0,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,Intel,True,16.0,1920,1080,137.68,False,Windows 11 OS,11.34083142833171,Integrated
822,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,36399,4.55,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.502296580719984,Dedicated
823,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),Dell,47460,4.25,Intel,Intel Core i3,1305U,13.0,5.0,0.0,0,6.0,8,DDR4,1000, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.767642529989754,Integrated
824,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,55990,4.75,Intel,Intel Core i5,1135G7,11.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.932928382342938,Integrated
825,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Dell,82990,4.25,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,False,14.0,1920,1200,161.73,True,Windows 11 OS,11.326475397592494,Dedicated
826,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Dell,105999,4.75,Intel,Intel Core i7,1360P,13.0,12.0,0.0,0,16.0,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,False,13.3,2560,1600,226.98,False,Windows 11 OS,11.57118493908744,Dedicated
827,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,68999,4.5,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.141847290720753,Dedicated
828,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),Dell,76990,4.75,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,8,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,False,14.0,1920,1200,161.73,True,Windows 11 OS,11.251430822272095,Dedicated
829,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,134990,4.35,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.812955980602872,Dedicated
830,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,90990,4.1,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.418504889350736,Dedicated
831,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,99990,4.2,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.512825459969894,Dedicated
832,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,50990,4.3,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.839384814049202,Dedicated
833,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,47990,4.25,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.77874793485229,Dedicated
834,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,128990,4.75,Intel,Intel Core i7,13700H,13.0,14.0,0.0,0,20.0,8,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,17.3,2560,1440,169.78,False,Windows 11 OS,11.767490160959182,Dedicated
835,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,183990,4.35,Intel,Intel Core i9,13900H,13.0,14.0,0.0,0,20.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,12.12263668728814,Dedicated
836,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,35900,4.1,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.48849257447637,Dedicated
837,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,131990,4.75,Intel,Intel Core i5,13500HX,13.0,14.0,0.0,0,20.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,16.1,1920,1080,136.83,False,Windows 11 OS,11.790481441123001,Dedicated
838,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,237990,4.7,Intel,Intel Core i9,13900HX,13.0,24.0,0.0,0,32.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,16.1,2560,1600,187.51,False,Windows 11 OS,12.379983934964159,Dedicated
839,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,50990,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon RX 6500M,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.839384814049202,Dedicated
840,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,37990,4.35,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Integrated Intel UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.54507824618167,Integrated
841,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),Lenovo,56190,4.75,AMD,AMD Ryzen 5,7530U,7.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Integrated SoC,AMD,True,14.0,1920,1200,161.73,False,Windows 11 OS,10.936494084106243,Integrated
842,Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Chuwi,32999,4.6,Intel,Intel Core i5,10210U,10.0,4.0,0.0,0,8.0,16,LPDDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.404232536959167,Dedicated
843,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,101990,4.3,Intel,Intel Core i7,1250U,12.0,10.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,13.3,2880,1800,255.36,True,Windows 11 OS,11.532630048244563,Integrated
844,HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,231746,4.4,Intel,Intel Core i7,1365U,13.0,10.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,False,13.5,1920,1280,170.93,True,Windows 11 OS,12.353397223300721,Dedicated
845,MSI Katana 15 B13UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,82890,4.6,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.325269706585573,Dedicated
846,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,69000,4.35,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,Intel,True,16.0,1920,1200,141.51,False,Windows 11 OS,11.141861783579396,Integrated
847,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,159990,4.45,Intel,Intel Core i9,13900HX,13.0,24.0,0.0,0,32.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,11.982866592262758,Dedicated
848,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,69990,4.4,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Dedicated
849,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Asus,77990,4.3,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,16.0,1920,1200,141.51,False,Windows 11 OS,11.264335892324544,Dedicated
850,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,35940,4.0,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.48960616033755,Dedicated
